Truck,Digger,Blast,Assigned Dump,Tonnes,A grade,B grade,C grade,D grade,E grade,F grade,G grade,H grade,I grade,Load At,Dump At
RD2036,EX1857,D-09896-101,8,232.8000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430530458,1430531922
RD2620,EX1401,D-09920-117,11,219.5,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430530702,1430532155
RD2819,EX1401,D-09920-117,11,238.6999969,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430530996,1430532291
RD2119,EX1857,D-09896-101,8,221.3000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430531208,1430532474
RD1775,EX1401,D-09920-117,11,213.8000031,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430531238,1430532565
RD2820,EX1857,D-09896-101,8,232.8000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430531512,1430532929
RD1817,EX1401,D-09920-117,11,235.3000031,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430531512,1430532913
RD2816,EX1857,D-09896-101,8,236.3000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430531828,1430533175
RD2131,EX1401,D-09920-117,19,237.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430531832,1430533176
RD1816,EX1401,D-09920-117,19,248.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430531998,1430533311
RD1773,EX1857,D-09896-101,8,221.1000061,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430532030,1430533313
RD2120,EX1401,D-09920-117,19,232.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430532148,1430533383
RD1818,EX1857,D-09896-101,8,227.5,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430532286,1430533609
RD2037,EX1401,D-09920-117,19,247.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430532322,1430533632
RD2622,EX1857,D-09896-101,8,245.8000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430532528,1430533938
RD2132,EX1401,D-09920-117,19,244.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430532628,1430533968
RD2623,EX1857,D-09896-101,8,225.3000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430532766,1430534180
RD2036,EX1401,D-09920-117,19,230.1999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430532812,1430534163
RD2620,EX1857,D-09896-101,8,228.1999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430533068,1430534498
RD2819,EX1401,D-09920-117,19,238,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430533112,1430534716
RD2119,EX1857,D-09896-101,8,230.6999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430533384,1430534696
RD1775,EX1401,D-09920-117,19,224.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430533408,1430534865
RD2618,EX1857,D-09896-101,8,234,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430533622,1430534988
RD1817,EX1401,D-09920-117,19,237.1999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430533802,1430535251
RD2820,EX1857,D-09896-101,8,236.8999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430533874,1430535289
RD2131,EX1401,D-09920-117,19,227.6999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430534010,1430535396
RD2035,EX1857,D-09896-101,8,219.3999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430534084,1430535461
RD2816,EX1401,D-09920-117,19,239.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430534180,1430535499
RD2120,EX1857,D-09896-101,8,237.1999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430534316,1430535583
RD1816,EX1401,D-09920-117,19,249.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430534348,1430535696
RD2037,EX1401,D-09920-117,19,239,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430534512,1430535881
RD1818,EX1857,D-09896-101,8,234,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430534564,1430535871
RD1773,EX1401,D-09920-117,19,253.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430534710,1430535996
RD1776,EX1401,D-09920-117,19,221.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430534870,1430536181
RD2132,EX1857,D-09896-101,8,215.5,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430534886,1430536226
RD2623,EX1401,D-09920-117,19,236.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430535096,1430536515
RD2036,EX1857,D-09896-101,8,241.8000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430535162,1430536628
RD1726,EX1401,D-09920-117,19,233.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430535348,1430536641
RD2620,EX1857,D-09896-101,8,222.8000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430535518,1430536901
RD2818,EX1401,D-09920-117,19,230.5,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430535608,1430537049
RD2819,EX1401,D-09920-117,19,245.3000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430535772,1430537129
RD2119,EX1857,D-09896-101,8,228.5,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430535808,1430537127
RD2618,EX1401,D-09920-117,19,235.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430535934,1430537272
RD2622,EX1857,D-09896-101,8,238.3999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430536070,1430537440
RD1817,EX1857,D-09896-101,8,237.1999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430536114,1430537782
RD1775,EX1401,D-09920-117,19,231.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430536186,1430537647
RD2131,EX1401,D-09920-117,19,229.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430536370,1430537741
RD2120,EX1401,D-09920-117,19,230.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430536530,1430537851
RD2816,EX1857,D-09896-101,8,231.8999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430536550,1430537950
RD2037,EX1401,D-09920-117,19,244.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430536722,1430538005
RD1816,EX1857,D-09896-101,8,231.1000061,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430536818,1430537777
RD1818,EX1401,D-09920-117,19,235,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430536906,1430538315
RD2035,EX1401,D-09920-117,19,233,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430537148,1430538435
RD1773,EX1857,D-09896-101,8,232.3999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430537226,1430538503
RD1776,EX1857,D-09896-101,8,217.3000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430538214,1430539697
RD1726,EX1401,D-09920-117,19,227.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430538248,1430539491
RD2623,EX1401,D-09920-117,19,229,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430538432,1430539827
RD2622,EX1401,D-09920-117,19,225.5,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430538642,1430540227
RD2618,EX1857,D-09896-101,8,237.1999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430538728,1430540062
RD2036,EX1401,D-09920-117,19,234.5,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430538828,1430540307
RD1727,EX1857,D-09896-101,8,231.1999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430538990,1430540378
RD2815,EX1401,D-09920-117,19,226.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430539052,1430540404
RD2818,EX1401,D-09920-117,19,235.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430539290,1430540769
RD1775,EX1401,D-09920-117,19,227.5,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430539528,1430541003
RD2120,EX1401,D-09920-117,19,233.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430539728,1430541065
RD2620,EX1401,D-09920-117,19,239.1999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430539978,1430541603
RD2035,EX1401,D-09920-117,19,222.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430540226,1430541681
RD2131,EX1401,D-09920-117,19,232.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430540430,1430541858
RD2819,EX1401,D-09920-117,19,226,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430540636,1430542087
RD2623,EX1857,D-09896-101,11,228.8999939,0.191599417,0.098430812,0.484912777,3.057904053,0.064576161,4.19077034,0.04503314,21.46375427,944.6511719,1430540748,1430542014
RD2618,EX1401,D-09920-117,19,231,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430540934,1430542413
RD2816,EX1857,D-09896-101,11,235.6999969,0.191599417,0.098430812,0.484912777,3.057904053,0.064576161,4.19077034,0.04503314,21.46375427,944.6511719,1430541026,1430542307
RD2036,EX1401,D-09920-117,19,244.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430541152,1430542717
RD2815,EX1857,D-09896-101,11,233.5,0.191599417,0.098430812,0.484912777,3.057904053,0.064576161,4.19077034,0.04503314,21.46375427,944.6511719,1430541292,1430542672
RD1727,EX1401,D-09920-117,19,238.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430541392,1430542878
RD2132,EX1857,D-09896-101,11,230.5,0.191599417,0.098430812,0.484912777,3.057904053,0.064576161,4.19077034,0.04503314,21.46375427,944.6511719,1430541574,1430542828
RD2622,EX1401,D-09920-117,11,227.6999969,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430541638,1430543089
RD1776,EX1857,D-09896-101,11,220.8000031,0.191599417,0.098430812,0.484912777,3.057904053,0.064576161,4.19077034,0.04503314,21.46375427,944.6511719,1430541812,1430543183
RD2818,EX1401,D-09920-117,11,224.6000061,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430541866,1430543339
RD1817,EX1857,D-09896-101,8,225.8999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430542088,1430543466
RD2037,EX1857,D-09896-101,8,234.6000061,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430542284,1430543605
RD2620,EX1857,D-09896-101,8,226.6999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430542622,1430543979
RD2035,EX1857,D-09896-101,8,224,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430542836,1430544113
RD2819,EX1857,D-09896-101,8,241.6000061,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430543102,1430544415
RD2816,EX1857,D-09896-101,8,220.6999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430543675,1430545143
RD2037,EX1401,D-09920-117,11,225,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430544814,1430546141
RD1816,EX1401,D-09920-117,11,234.3000031,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430545058,1430546283
RD2620,EX1401,D-09920-117,11,227.8000031,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430545294,1430548735
RD2816,EX1401,D-09920-117,21,231.8000031,0.00859661,0.12870847,0.455074596,3.152308464,0.045942372,1.72831192,0.081545762,5.090895081,314.2373047,1430548556,1430549850
RD2815,EX1401,D-09920-117,21,223.8999939,0.00859661,0.12870847,0.455074596,3.152308464,0.045942372,1.72831192,0.081545762,5.090895081,314.2373047,1430548734,1430550041
RD1817,EX1401,D-09920-117,21,235.5,0.00859661,0.12870847,0.455074596,3.152308464,0.045942372,1.72831192,0.081545762,5.090895081,314.2373047,1430548900,1430550155
RD2037,EX1401,D-09920-117,21,228,0.00859661,0.12870847,0.455074596,3.152308464,0.045942372,1.72831192,0.081545762,5.090895081,314.2373047,1430549140,1430550443
RD1727,EX1401,D-09920-117,11,219.1999969,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430549334,1430550676
RD2035,EX1401,D-09920-117,11,215.8000031,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430549710,1430550963
RD2622,EX1401,D-09920-117,11,236.6999969,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430549916,1430551187
RD2820,EX1401,D-09920-117,21,234.6000061,0.00859661,0.12870847,0.455074596,3.152308464,0.045942372,1.72831192,0.081545762,5.090895081,314.2373047,1430550114,1430551420
RD2619,EX1857,D-09896-101,8,234.3000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430550314,1430551630
RD2130,EX1401,D-09920-117,11,227.8000031,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430550326,1430551555
RD2119,EX1401,D-09920-117,11,224.8999939,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430550560,1430551951
RD2819,EX1857,D-09896-101,8,225.5,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430550612,1430551899
RD2120,EX1401,D-09920-117,11,236.5,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430550778,1430552073
RD1725,EX1857,D-09896-101,8,233.3999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430550860,1430552241
RD1726,EX1401,D-09920-117,21,237.5,0.00859661,0.12870847,0.455074596,3.152308464,0.045942372,1.72831192,0.081545762,5.090895081,314.2373047,1430550974,1430552377
RD2620,EX1857,D-09896-101,8,233,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430551106,1430552507
RD2815,EX1857,D-09896-101,8,214.3999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430551570,1430552962
RD1817,EX1857,D-09896-101,8,220.3000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430551814,1430553102
RD2622,EX1857,D-09896-101,8,235.5,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430552084,1430553359
RD2623,EX1401,D-09920-117,11,227.3999939,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430552358,1430553678
RD2130,EX1401,D-09920-117,11,225.3000031,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430552554,1430553755
RD2820,EX1857,D-09896-101,8,241.8999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430552700,1430554076
RD2817,EX1401,D-09920-117,21,219.1999969,0.00859661,0.12870847,0.455074596,3.152308464,0.045942372,1.72831192,0.081545762,5.090895081,314.2373047,1430552744,1430554174
RD2119,EX1401,D-09920-117,21,216.6000061,0.00859661,0.12870847,0.455074596,3.152308464,0.045942372,1.72831192,0.081545762,5.090895081,314.2373047,1430552916,1430554243
RD2619,EX1857,D-09896-101,8,240.3999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430552944,1430554268
RD2816,EX1401,D-09920-117,11,226,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430553106,1430554356
RD2819,EX1857,D-09896-101,8,223.1999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430553182,1430554484
RD1725,EX1401,D-09920-117,19,229.1999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430553328,1430554721
RD2120,EX1857,D-09896-101,8,224.8999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430553440,1430554757
RD2131,EX1857,D-09896-101,8,229.5,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430553658,1430554930
RD2815,EX1857,D-09896-101,8,217.3000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430553926,1430555305
RD1817,EX1857,D-09896-101,8,225.6999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430554194,1430555492
RD2036,EX1857,D-09896-101,8,235.1999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430554516,1430556023
RD2130,EX1857,D-09896-101,8,219.1000061,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430555058,1430556347
RD2818,EX1857,D-09896-101,8,234.8999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430555314,1430556655
RD1727,EX1857,D-09896-101,8,227,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430555608,1430556858
RD1725,EX1857,D-09896-101,8,232.6000061,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430555876,1430557180
RD2817,EX1401,D-09920-117,19,239.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430556278,1430557785
RD2620,EX1401,D-09920-117,19,225.6999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430556440,1430558039
RD2618,EX1857,D-09896-101,8,227.8999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430556490,1430557858
RD2619,EX1401,D-09920-117,19,240.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430556600,1430558094
RD2815,EX1857,D-09896-101,8,221.6999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430556702,1430558046
RD1773,EX1401,D-09920-117,19,228.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430556822,1430558149
RD1726,EX1857,D-09896-101,8,229.3999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430556956,1430558229
RD2035,EX1401,D-09920-117,19,221.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430556976,1430558389
RD2036,EX1401,D-09920-117,19,232.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430557122,1430558574
RD2622,EX1857,D-09896-101,8,233.8999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430557212,1430558637
RD2623,EX1401,D-09920-117,19,236,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430557302,1430558711
RD2130,EX1401,D-09920-117,19,241.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430557436,1430558775
RD1818,EX1857,D-09896-101,8,214.1000061,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430557472,1430558825
RD1816,EX1401,D-09920-117,19,235.5,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430557600,1430558845
RD1727,EX1401,D-09920-117,19,234.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430557758,1430559288
RD2119,EX1857,D-09896-101,8,226.8000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430557960,1430559243
RD1725,EX1401,D-09920-117,19,233.3000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430557984,1430559215
RD2037,EX1857,D-09896-101,8,237.6999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430557998,1430559458
RD2816,EX1401,D-09920-117,19,237.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430558138,1430559502
RD2131,EX1401,D-09920-117,19,225,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430558288,1430559594
RD1817,EX1857,D-09896-101,8,218.5,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430558422,1430559687
RD2820,EX1401,D-09920-117,19,229.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430558516,1430559816
RD2817,EX1401,D-09920-117,19,238.3000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430558696,1430560133
RD2818,EX1857,D-09896-101,8,227.3999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430558706,1430560091
RD2815,EX1401,D-09920-117,19,233.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430558876,1430560211
RD2819,EX1857,D-09896-101,8,222.1000061,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430558950,1430560264
RD2620,EX1401,D-09920-117,19,225,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430559036,1430560498
RD1773,EX1401,D-09920-117,19,233.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430559143,1430560576
RD2035,EX1401,D-09920-117,19,237,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430559230,1430560653
RD2619,EX1857,D-09896-101,8,236.1000061,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430559322,1430560650
RD2036,EX1401,D-09920-117,19,234.5,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430559484,1430560940
RD2618,EX1857,D-09896-101,8,220.8999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430559554,1430561052
RD2622,EX1401,D-09920-117,19,239.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430559620,1430561007
