Truck,Digger,Blast,Assigned Dump,Tonnes,A grade,B grade,C grade,D grade,E grade,F grade,G grade,H grade,I grade,Load At,Dump At
RD2819,EX1857,D-09920-117,9,232.6999969,0.077999997,0.052936077,0.258795094,2.416328049,0.224308038,20.99879761,0.020072157,9.22612915,1023.743164,1430463328,1430464777
RD1776,EX1857,D-09920-117,9,236.6000061,0.077999997,0.052936077,0.258795094,2.416328049,0.224308038,20.99879761,0.020072157,9.22612915,1023.743164,1430463508,1430464897
RD2037,EX1857,D-09920-117,9,229.1999969,0.077999997,0.052936077,0.258795094,2.416328049,0.224308038,20.99879761,0.020072157,9.22612915,1023.743164,1430463710,1430465093
RD2119,EX1857,D-09920-117,9,220.1999969,0.077999997,0.052936077,0.258795094,2.416328049,0.224308038,20.99879761,0.020072157,9.22612915,1023.743164,1430463968,1430465285
RD2620,EX1857,D-09920-117,9,231.5,0.077999997,0.052936077,0.258795094,2.416328049,0.224308038,20.99879761,0.020072157,9.22612915,1023.743164,1430464208,1430465623
RD2036,EX1857,D-09920-117,9,231,0.077999997,0.052936077,0.258795094,2.416328049,0.224308038,20.99879761,0.020072157,9.22612915,1023.743164,1430464466,1430465841
RD1816,EX1857,D-09920-117,9,225,0.077999997,0.052936077,0.258795094,2.416328049,0.224308038,20.99879761,0.020072157,9.22612915,1023.743164,1430464658,1430466081
RD2035,EX1857,D-09920-117,9,226.1000061,0.077999997,0.052936077,0.258795094,2.416328049,0.224308038,20.99879761,0.020072157,9.22612915,1023.743164,1430464882,1430466315
RD1775,EX1401,D-09920-117,19,225,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430465280,1430466599
RD2819,EX1401,D-09920-117,19,225.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430465706,1430466973
RD1776,EX1401,D-09920-117,19,227,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430465850,1430467085
RD2120,EX1401,D-09920-117,19,231.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430465982,1430467223
RD2037,EX1401,D-09920-117,19,215.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430466128,1430467321
RD2119,EX1401,D-09920-117,19,226.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430466258,1430467465
RD2622,EX1401,D-09920-117,19,243.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430466389,1430467631
RD2132,EX1857,D-09920-117,2,234.5,0.115076613,0.124568546,0.379419351,3.140445137,0.177678227,15.61875305,0.149761289,11.49454422,827.75,1430466410,1430467817
RD2816,EX1401,D-09920-117,19,237,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430466580,1430467852
RD1818,EX1857,D-09920-117,2,238.6000061,0.115076613,0.124568546,0.379419351,3.140445137,0.177678227,15.61875305,0.149761289,11.49454422,827.75,1430466610,1430467889
RD2036,EX1401,D-09920-117,19,241.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430466718,1430468024
RD2620,EX1857,D-09920-117,2,237.8000031,0.115076613,0.124568546,0.379419351,3.140445137,0.177678227,15.61875305,0.149761289,11.49454422,827.75,1430466842,1430468261
RD2815,EX1401,D-09920-117,19,244.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430466940,1430468297
RD1816,EX1857,D-09920-117,2,227.3999939,0.115076613,0.124568546,0.379419351,3.140445137,0.177678227,15.61875305,0.149761289,11.49454422,827.75,1430467042,1430468473
RD2035,EX1401,D-09920-117,19,227.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430467116,1430468383
RD2621,EX1857,D-09920-117,2,227.6999969,0.115076613,0.124568546,0.379419351,3.140445137,0.177678227,15.61875305,0.149761289,11.49454422,827.75,1430467254,1430468658
RD1817,EX1401,D-09920-117,19,239,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430467328,1430468705
RD2623,EX1401,D-09920-117,19,219.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430467460,1430468793
RD2618,EX1857,D-09920-117,2,232.1000061,0.115076613,0.124568546,0.379419351,3.140445137,0.177678227,15.61875305,0.149761289,11.49454422,827.75,1430467554,1430468918
RD2817,EX1401,D-09920-117,19,247.6999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430467604,1430468891
RD1775,EX1857,D-09920-117,2,229.1999969,0.115076613,0.124568546,0.379419351,3.140445137,0.177678227,15.61875305,0.149761289,11.49454422,827.75,1430467744,1430469259
RD2130,EX1401,D-09920-117,19,241.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430467760,1430469017
RD2819,EX1401,D-09920-117,19,223.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430467916,1430469295
RD2120,EX1401,D-09920-117,19,228.1999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430468052,1430469375
RD2818,EX1401,D-09920-117,19,232.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430468209,1430469433
RD2119,EX1401,D-09920-117,19,218.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430468362,1430469545
RD1727,EX1401,D-09920-117,19,232.3000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430468494,1430469688
RD2037,EX1857,D-09920-117,7,228.5,0.102007091,0.068526828,0.355028391,3.131184006,0.062686032,1.26476984,0.119867852,3.856494904,218.0842529,1430468558,1430470562
RD2132,EX1401,D-09920-117,19,213.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430468630,1430469835
RD2619,EX1857,D-09920-117,7,238.6999969,0.102007091,0.068526828,0.355028391,3.131184006,0.062686032,1.26476984,0.119867852,3.856494904,218.0842529,1430468782,1430470254
RD2816,EX1401,D-09920-117,19,237.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430468782,1430470066
RD1818,EX1857,D-09920-117,7,229.6000061,0.102007091,0.068526828,0.355028391,3.131184006,0.062686032,1.26476984,0.119867852,3.856494904,218.0842529,1430468964,1430470265
RD2620,EX1401,D-09920-117,19,229.6999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430469072,1430470411
RD2815,EX1857,D-09920-117,7,230.1999969,0.102007091,0.068526828,0.355028391,3.131184006,0.062686032,1.26476984,0.119867852,3.856494904,218.0842529,1430469208,1430470590
RD1726,EX1401,D-09920-117,19,243.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430469230,1430470519
RD1817,EX1857,D-09920-117,7,226.3999939,0.102007091,0.068526828,0.355028391,3.131184006,0.062686032,1.26476984,0.119867852,3.856494904,218.0842529,1430469662,1430471028
RD2817,EX1857,D-09920-117,7,228.1999969,0.102007091,0.068526828,0.355028391,3.131184006,0.062686032,1.26476984,0.119867852,3.856494904,218.0842529,1430469884,1430471396
RD2622,EX1857,D-09920-117,7,254,0.102007091,0.068526828,0.355028391,3.131184006,0.062686032,1.26476984,0.119867852,3.856494904,218.0842529,1430470134,1430471734
RD2035,EX1857,D-09920-117,7,238.6000061,0.102007091,0.068526828,0.355028391,3.131184006,0.062686032,1.26476984,0.119867852,3.856494904,218.0842529,1430470366,1430471737
RD1775,EX1857,D-09920-117,7,226.8000031,0.102007091,0.068526828,0.355028391,3.131184006,0.062686032,1.26476984,0.119867852,3.856494904,218.0842529,1430470598,1430472080
RD1727,EX1857,D-09920-117,19,227.1000061,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430471004,1430472326
RD2037,EX1857,D-09920-117,19,229.8000031,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430471146,1430472509
RD1818,EX1857,D-09920-117,19,234.1000061,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430471266,1430472571
RD2819,EX1857,D-09920-117,19,234,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430471472,1430472967
RD2119,EX1857,D-09920-117,19,243.6000061,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430471652,1430473055
RD2820,EX1857,D-09920-117,19,216.1000061,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430471834,1430473254
RD2131,EX1857,D-09920-117,19,234.5,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430472540,1430473860
RD2815,EX1857,D-09920-117,19,232,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430472692,1430474053
RD2618,EX1857,D-09920-117,19,237.8000031,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430472840,1430474146
RD2130,EX1857,D-09920-117,19,225.6000061,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430473034,1430474375
RD2120,EX1857,D-09920-117,19,228.8999939,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430473210,1430474669
RD2817,EX1857,D-09920-117,19,239.6000061,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430473396,1430474827
RD1816,EX1857,D-09920-117,19,229.8999939,0.030000001,0.20999999,0.38131237,4.151475525,0.094865042,2.029322815,0.278355996,4.953178024,410.227832,1430473594,1430474947
RD2819,EX1401,D-09920-117,19,226.6999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430473852,1430475217
RD2620,EX1401,D-09920-117,19,230.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430474000,1430475313
RD1727,EX1401,D-09920-117,19,235.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430474144,1430475394
RD1726,EX1401,D-09920-117,19,218.1000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430474256,1430475481
RD2119,EX1401,D-09920-117,19,215,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430474384,1430475611
RD1776,EX1401,D-09920-117,19,225,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430474622,1430475895
RD2035,EX1401,D-09920-117,19,214.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430474764,1430476019
RD2622,EX1401,D-09920-117,19,224.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430474902,1430476168
RD2618,EX1401,D-09920-117,19,222,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430475040,1430476290
RD2621,EX1401,D-09920-117,19,219.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430475174,1430476445
RD2623,EX1401,D-09920-117,19,221.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430475326,1430476543
RD2818,EX1401,D-09920-117,19,217.5,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430475470,1430476671
RD2120,EX1401,D-09920-117,19,224.3000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430475601,1430476971
RD2817,EX1401,D-09920-117,19,241,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430475770,1430477176
RD1816,EX1401,D-09920-117,19,224.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430475942,1430477273
RD1775,EX1401,D-09920-117,19,226.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430476106,1430477661
RD2819,EX1401,D-09920-117,19,234.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430476260,1430477719
RD1726,EX1401,D-09920-117,19,234.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430476398,1430477801
RD2119,EX1401,D-09920-117,19,222,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430476562,1430477869
RD2037,EX1401,D-09920-117,19,218.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430476716,1430478013
RD2035,EX1401,D-09920-117,19,224,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430476868,1430478134
RD2618,EX1401,D-09920-117,19,229.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430477126,1430478384
RD2621,EX1401,D-09920-117,19,226.5,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430477292,1430478587
RD2623,EX1401,D-09920-117,7,217.6999969,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430477462,1430478744
RD2818,EX1401,D-09920-117,7,224.3000031,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430477630,1430479002
RD1776,EX1401,D-09920-117,7,220.1999969,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430480354,1430481634
RD2120,EX1401,D-09920-117,7,211.6999969,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430483200,1430484595
RD2815,EX1401,D-09920-117,7,231.6999969,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430483360,1430484677
RD2818,EX1401,D-09920-117,7,240.1999969,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430483818,1430485159
RD2120,EX1401,D-09920-117,7,246.3000031,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430485486,1430486934
RD2815,EX1401,D-09920-117,7,232,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430485666,1430487050
RD2818,EX1401,D-09920-117,7,231.6000061,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430485966,1430487249
RD2132,EX1401,D-09920-117,7,223.1999969,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430486432,1430487786
RD2819,EX1401,D-09920-117,7,240.5,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430486632,1430487994
RD1773,EX1401,D-09920-117,7,218.1000061,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430486800,1430488188
RD2035,EX1401,D-09920-117,7,235.8000031,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430486976,1430488303
RD1726,EX1401,D-09920-117,7,224,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430487152,1430488526
RD2618,EX1401,D-09920-117,7,210.6999969,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430487368,1430488832
RD2621,EX1401,D-09920-117,7,223,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430487604,1430489128
RD1725,EX1401,D-09920-117,7,214.3000031,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430487804,1430489142
RD2131,EX1401,D-09920-117,7,218.1999969,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430488166,1430489426
RD2120,EX1401,D-09920-117,19,236.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430488482,1430489841
RD2815,EX1401,D-09920-117,19,218.3000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430488654,1430489933
RD2036,EX1401,D-09920-117,19,247.6999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430488876,1430490396
RD2132,EX1401,D-09920-117,19,230.1999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430489106,1430490486
RD2819,EX1401,D-09920-117,19,227.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430489272,1430490662
RD1773,EX1401,D-09920-117,19,233.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430489312,1430490753
RD2623,EX1401,D-09920-117,19,238.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430489652,1430491005
RD2618,EX1401,D-09920-117,19,249,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430489812,1430491202
RD2620,EX1401,D-09920-117,19,244.8999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430489996,1430491327
RD2622,EX1401,D-09920-117,11,252,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430490222,1430491661
RD2619,EX1401,D-09920-117,11,228.5,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430490438,1430491743
RD1725,EX1401,D-09920-117,11,220.8999939,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430490834,1430492194
RD2818,EX1401,D-09920-117,11,220.8000031,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430491094,1430492323
RD2132,EX1401,D-09920-117,11,228.6000061,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430491268,1430492550
RD2036,EX1857,D-09896-101,21,227.6999969,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430491486,1430492792
RD1817,EX1401,D-09920-117,11,223,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430491504,1430492843
RD1773,EX1401,D-09920-117,11,230.8999939,0.218092966,0.153669322,0.745773554,2.094641685,0.116075408,2.067185211,0.042796489,21,1347.847754,1430491576,1430493067
RD2820,EX1857,D-09896-101,21,225.6999969,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430491692,1430493066
RD2819,EX1857,D-09896-101,21,226.3000031,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430491892,1430493200
RD2816,EX1401,D-09920-117,19,231.8000031,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430491896,1430493198
RD1726,EX1401,D-09920-117,19,233.6999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430492052,1430493317
RD2623,EX1857,D-09896-101,21,226.8999939,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430492070,1430493412
RD2621,EX1401,D-09920-117,19,231.1999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430492230,1430493646
RD2130,EX1857,D-09896-101,21,241,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430492302,1430493567
RD2620,EX1401,D-09920-117,19,225.5,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430492400,1430493855
RD2622,EX1857,D-09896-101,21,235.3000031,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430492508,1430493980
RD2131,EX1401,D-09920-117,19,219.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430492556,1430493932
RD2120,EX1401,D-09920-117,19,220.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430492722,1430494007
RD2619,EX1857,D-09896-101,21,229,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430492790,1430494134
RD1818,EX1401,D-09920-117,19,227.6000061,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430492882,1430494272
RD2815,EX1401,D-09920-117,19,221.3999939,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430493074,1430494337
RD2618,EX1401,D-09920-117,19,226.1999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430493320,1430494550
RD2036,EX1401,D-09920-117,19,237,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430493666,1430495134
RD2820,EX1401,D-09920-117,19,233.6999969,0.030000001,0.232723856,0.401460123,4.443589783,0.064214331,1.531847572,0.138507793,6.935754395,660.3836914,1430493952,1430495424
RD1773,EX1857,D-09896-101,21,216.6999969,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430494814,1430496250
RD2817,EX1857,D-09896-101,21,221.6000061,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430495022,1430496331
RD2120,EX1857,D-09896-101,21,218.1000061,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430495228,1430496427
RD2819,EX1857,D-09896-101,21,240.8000031,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430495430,1430496734
RD2618,EX1857,D-09896-101,21,235.3999939,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430495638,1430496950
RD1725,EX1401,D-09920-117,7,223.1999969,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430495736,1430497059
RD2036,EX1401,D-09920-117,7,238.3000031,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430495966,1430497445
RD2815,EX1857,D-09896-101,21,221.3000031,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430496006,1430497477
RD2820,EX1401,D-09920-117,7,222.1999969,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430496270,1430497633
RD2816,EX1401,D-09920-117,7,222.8000031,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430496440,1430497774
RD1726,EX1401,D-09920-117,7,228.6999969,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430496598,1430497903
RD2818,EX1857,D-09896-101,21,225.6999969,0.030000001,0.108000004,0.36151123,4.480769348,0.047905102,3.884732819,0.112846934,9.169316101,421.7856934,1430496630,1430497850
RD2623,EX1401,D-09920-117,7,226,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430496792,1430498230
RD2132,EX1857,D-09896-101,8,233.6000061,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430496918,1430498516
RD2620,EX1857,D-09896-101,8,226.6999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430497111,1430498565
RD1773,EX1401,D-09920-117,7,225.1000061,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430497118,1430498815
RD2131,EX1401,D-09920-117,7,230.3999939,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430497320,1430498822
RD2621,EX1857,D-09896-101,8,237.8999939,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430497328,1430498972
RD2817,EX1401,D-09920-117,7,212.8999939,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430497494,1430498983
RD1817,EX1857,D-09896-101,8,229.3000031,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430497556,1430499146
RD2120,EX1401,D-09920-117,7,217.8999939,0.220947504,0.141412544,0.937037373,2.023131561,0.10914315,2.132501221,0.037649424,12.63812027,1188.26377,1430497695,1430499270
RD2819,EX1857,D-09896-101,8,226.1999969,0.261861706,0.083709174,0.54365077,3.251580048,0.075056988,8.522388458,0.041087651,49.55586853,893.0321289,1430497758,1430499258
